municipio_sae;clave_provincial;municipio_code;number_mun_code;municipio;tipo;rama;escuela;number_escuela;cue;cs;dmclc;dmc;cupo_total;long;lat;ubicacion_cue;zona;cupo;clusters;clusters_2;cluster_asignado_2;muni_cluster;n
MORENO;0073PP0084;73;2;MORENO;INICIAL Y PRIMARIA;PP;4591;2;623391;600;0;600;1200;-58.82492;-34.66375;Urbano;Urbano;NA;NA;NA;2;73-2;12
MORENO;0073SC0001;73;2;MORENO;INICIAL Y PRIMARIA;SC;4592;1;623495;230;0;230;460;-58.80012;-34.56135;12;Urbano;NA;NA;NA;12;73-12;11
MORENO;0073BS0013;73;2;MORENO;SECUNDARIAS;BS;4593;2;617528;172;0;0;172;-58.81050;-34.52940;Urbano;Urbano;NA;NA;NA;1;73-1;15
MORENO;0073BS0033;73;2;MORENO;SECUNDARIAS;BS;4595;2;618317;253;0;0;253;-58.79986;-34.62014;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073BS0035;73;2;MORENO;SECUNDARIAS;BS;4596;2;618324;202;0;0;202;-58.78077;-34.61026;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073BS0045;73;2;MORENO;SECUNDARIAS;BS;4598;2;618925;212;0;0;212;-58.87178;-34.64340;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073BS0049;73;2;MORENO;SECUNDARIAS;BS;4600;2;618336;232;0;0;232;-58.73898;-34.60443;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073BS0051;73;2;MORENO;SECUNDARIAS;BS;4601;2;618337;252;0;0;252;-58.76531;-34.59642;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073BS0055;73;2;MORENO;SECUNDARIAS;BS;4602;2;618341;152;0;0;152;-58.82860;-34.66744;Urbano;Urbano;NA;NA;NA;2;73-2;12
MORENO;0073BS0064;73;2;MORENO;SECUNDARIAS;BS;4603;2;619791;632;0;0;632;-58.86178;-34.62299;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073BS0071;73;2;MORENO;SECUNDARIAS;BS;4604;2;618347;182;0;0;182;-58.81124;-34.61795;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073BS0074;73;2;MORENO;SECUNDARIAS;BS;4605;2;618353;152;0;0;152;-58.75893;-34.61241;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073MM0014;73;2;MORENO;SECUNDARIAS;MM;4606;2;618356;452;0;0;452;-58.79504;-34.61825;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073MS0001;73;2;MORENO;SECUNDARIAS;MS;4607;1;605532;952;0;0;952;-58.79857;-34.66962;Urbano;Urbano;NA;NA;NA;6;73-6;31
MORENO;0073MS0002;73;2;MORENO;SECUNDARIAS;MS;4608;1;610780;852;0;0;852;-58.79851;-34.64520;Urbano;Urbano;NA;NA;NA;6;73-6;31
MORENO;0073MS0003;73;2;MORENO;SECUNDARIAS;MS;4609;1;610171;562;0;0;562;-58.78399;-34.64090;Urbano;Urbano;NA;NA;NA;10;73-10;22
MORENO;0073MS0004;73;2;MORENO;SECUNDARIAS;MS;4610;1;609458;652;0;0;652;-58.76420;-34.65808;Urbano;Urbano;NA;NA;NA;13;73-13;16
MORENO;0073MS0005;73;2;MORENO;SECUNDARIAS;MS;4611;1;608635;852;0;0;852;-58.76075;-34.62104;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073MS0007;73;2;MORENO;SECUNDARIAS;MS;4612;1;609622;802;0;0;802;-58.79257;-34.62526;Urbano;Urbano;NA;NA;NA;10;73-10;22
MORENO;0073MS0010;73;2;MORENO;SECUNDARIAS;MS;4613;2;609618;652;0;0;652;-58.78894;-34.60544;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073MS0011;73;2;MORENO;SECUNDARIAS;MS;4614;2;606148;352;0;0;352;-58.78336;-34.61793;Urbano;Urbano;NA;NA;NA;10;73-10;22
MORENO;0073MS0012;73;2;MORENO;SECUNDARIAS;MS;4615;2;612995;652;0;0;652;-58.85162;-34.63154;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073MS0013;73;2;MORENO;SECUNDARIAS;MS;4616;2;606183;552;0;0;552;-58.75632;-34.58318;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MS0015;73;2;MORENO;SECUNDARIAS;MS;4617;2;608551;552;0;0;552;-58.75048;-34.60198;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0016;73;2;MORENO;SECUNDARIAS;MS;4618;2;610177;352;0;0;352;-58.75220;-34.64115;Urbano;Urbano;NA;NA;NA;13;73-13;16
MORENO;0073MS0022;73;2;MORENO;SECUNDARIAS;MS;4619;2;610778;552;0;0;552;-58.80347;-34.64818;Urbano;Urbano;NA;NA;NA;6;73-6;31
MORENO;0073MS0024;73;2;MORENO;SECUNDARIAS;MS;4621;2;615456;292;0;0;292;-58.80463;-34.60005;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073MS0025;73;2;MORENO;SECUNDARIAS;MS;4622;2;618323;212;0;0;212;-58.82397;-34.67575;Urbano;Urbano;NA;NA;NA;2;73-2;12
MORENO;0073MS0027;73;2;MORENO;SECUNDARIAS;MS;4623;2;618342;452;0;0;452;-58.74806;-34.58088;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MS0028;73;2;MORENO;SECUNDARIAS;MS;4624;2;618354;452;0;0;452;-58.86783;-34.57237;Urbano;Urbano;NA;NA;NA;4;73-4;9
MORENO;0073MS0029;73;2;MORENO;SECUNDARIAS;MS;4625;2;618352;332;0;0;332;-58.76439;-34.61078;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073MS0030;73;2;MORENO;SECUNDARIAS;MS;4626;2;617294;252;0;0;252;-58.80017;-34.60202;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073MS0031;73;2;MORENO;SECUNDARIAS;MS;4627;2;617531;292;0;0;292;-58.80178;-34.63304;Urbano;Urbano;NA;NA;NA;10;73-10;22
MORENO;0073MS0033;73;2;MORENO;SECUNDARIAS;MS;4629;2;618924;52;300;0;352;-58.76835;-34.58560;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MS0034;73;2;MORENO;SECUNDARIAS;MS;4630;2;620281;252;0;0;252;-58.77893;-34.60398;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073MS0035;73;2;MORENO;SECUNDARIAS;MS;4631;2;618330;252;0;0;252;-58.72481;-34.60433;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0036;73;2;MORENO;SECUNDARIAS;MS;4632;2;618329;332;0;0;332;-58.84167;-34.61138;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073MS0037;73;2;MORENO;SECUNDARIAS;MS;4633;2;618332;252;0;0;252;-58.74580;-34.62308;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0038;73;2;MORENO;SECUNDARIAS;MS;4634;2;618322;172;0;0;172;-58.77519;-34.66069;Urbano;Urbano;NA;NA;NA;13;73-13;16
MORENO;0073MS0042;73;2;MORENO;SECUNDARIAS;MS;4635;2;617686;252;0;0;252;-58.81703;-34.67285;Urbano;Urbano;NA;NA;NA;2;73-2;12
MORENO;0073MS0044;73;2;MORENO;SECUNDARIAS;MS;4636;2;618325;272;0;0;272;-58.81012;-34.60341;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073MS0045;73;2;MORENO;SECUNDARIAS;MS;4637;2;618318;152;0;0;152;-58.85679;-34.63486;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073MS0046;73;2;MORENO;SECUNDARIAS;MS;4638;2;619790;182;0;0;182;-58.84420;-34.63992;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073MS0051;73;2;MORENO;SECUNDARIAS;MS;4640;2;617532;192;0;0;192;-58.81693;-34.51918;Urbano;Urbano;NA;NA;NA;1;73-1;15
MORENO;0073MS0052;73;2;MORENO;SECUNDARIAS;MS;4641;2;618345;222;0;0;222;-58.74966;-34.59753;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0053;73;2;MORENO;SECUNDARIAS;MS;4642;2;618927;292;0;0;292;-58.73176;-34.60686;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0054;73;2;MORENO;SECUNDARIAS;MS;4643;2;618346;262;0;0;262;-58.80879;-34.54918;Urbano;Urbano;NA;NA;NA;12;73-12;11
MORENO;0073MS0055;73;2;MORENO;SECUNDARIAS;MS;4644;2;618321;162;0;0;162;-58.80249;-34.54519;Urbano;Urbano;NA;NA;NA;12;73-12;11
MORENO;0073MS0056;73;2;MORENO;SECUNDARIAS;MS;4645;2;618357;302;0;0;302;-58.73084;-34.59300;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0057;73;2;MORENO;SECUNDARIAS;MS;4646;2;618349;232;0;0;232;-58.87350;-34.63201;Urbano;Urbano;NA;NA;NA;7;73-7;24
MORENO;0073MS0058;73;2;MORENO;SECUNDARIAS;MS;4647;2;618343;332;0;0;332;-58.81331;-34.52289;Urbano;Urbano;NA;NA;NA;1;73-1;15
MORENO;0073MS0059;73;2;MORENO;SECUNDARIAS;MS;4648;2;618351;182;0;0;182;-58.76696;-34.58094;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MS0060;73;2;MORENO;SECUNDARIAS;MS;4649;2;618344;232;0;0;232;-58.73304;-34.61078;Urbano;Urbano;NA;NA;NA;9;73-9;24
MORENO;0073MS0061;73;2;MORENO;SECUNDARIAS;MS;4650;2;618379;252;0;0;252;-58.78136;-34.60693;Urbano;Urbano;NA;NA;NA;3;73-3;30
MORENO;0073MS0062;73;2;MORENO;SECUNDARIAS;MS;4651;2;617529;172;0;0;172;-58.75580;-34.58935;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MS0063;73;2;MORENO;SECUNDARIAS;MS;4652;2;618328;252;0;0;252;-58.78727;-34.62305;Urbano;Urbano;NA;NA;NA;10;73-10;22
MORENO;0073MS0064;73;2;MORENO;SECUNDARIAS;MS;4653;2;618338;272;0;0;272;-58.80687;-34.65731;Urbano;Urbano;NA;NA;NA;6;73-6;31
MORENO;0073MS0065;73;2;MORENO;SECUNDARIAS;MS;4654;2;618333;172;0;0;172;-58.78023;-34.62012;Urbano;Urbano;NA;NA;NA;10;73-10;22
MORENO;0073MS0066;73;2;MORENO;SECUNDARIAS;MS;4655;2;618375;252;0;0;252;-58.80554;-34.62207;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;0073MS0067;73;2;MORENO;SECUNDARIAS;MS;4656;2;618331;252;0;0;252;-58.76626;-34.56889;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MS0069;73;2;MORENO;SECUNDARIAS;MS;4657;2;617526;152;0;0;152;-58.77262;-34.56371;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MT0003;73;2;MORENO;SECUNDARIAS;MT;4658;1;612062;352;0;0;352;-58.79658;-34.65045;Urbano;Urbano;NA;NA;NA;6;73-6;31
MORENO;0073MT0004;73;2;MORENO;SECUNDARIAS;MT;4659;1;622670;942;0;0;942;-58.75615;-34.58325;Urbano;Urbano;NA;NA;NA;11;73-11;21
MORENO;0073MT0005;73;2;MORENO;SECUNDARIAS;MT;4660;1;606447;52;1000;0;1052;-58.82090;-34.62964;Urbano;Urbano;NA;NA;NA;5;73-5;27
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4661;cluster;cluster;cluster;cluster;cluster;cluster;-58.81392;-34.52800;cluster;cluster;cluster;cluster;cluster;1;73-1;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4662;cluster;cluster;cluster;cluster;cluster;cluster;-58.82390;-34.66881;cluster;cluster;cluster;cluster;cluster;2;73-2;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4663;cluster;cluster;cluster;cluster;cluster;cluster;-58.76808;-34.60914;cluster;cluster;cluster;cluster;cluster;3;73-3;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4664;cluster;cluster;cluster;cluster;cluster;cluster;-58.85856;-34.57472;cluster;cluster;cluster;cluster;cluster;4;73-4;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4665;cluster;cluster;cluster;cluster;cluster;cluster;-58.80333;-34.61346;cluster;cluster;cluster;cluster;cluster;5;73-5;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4666;cluster;cluster;cluster;cluster;cluster;cluster;-58.79763;-34.65363;cluster;cluster;cluster;cluster;cluster;6;73-6;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4667;cluster;cluster;cluster;cluster;cluster;cluster;-58.85184;-34.63074;cluster;cluster;cluster;cluster;cluster;7;73-7;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4668;cluster;cluster;cluster;cluster;cluster;cluster;-58.73874;-34.60494;cluster;cluster;cluster;cluster;cluster;9;73-9;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4669;cluster;cluster;cluster;cluster;cluster;cluster;-58.78788;-34.62951;cluster;cluster;cluster;cluster;cluster;10;73-10;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4670;cluster;cluster;cluster;cluster;cluster;cluster;-58.76307;-34.57882;cluster;cluster;cluster;cluster;cluster;11;73-11;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4671;cluster;cluster;cluster;cluster;cluster;cluster;-58.80736;-34.54903;cluster;cluster;cluster;cluster;cluster;12;73-12;cluster
MORENO;cluster;73;cluster;MORENO;cluster;cluster;4672;cluster;cluster;cluster;cluster;cluster;cluster;-58.76076;-34.64908;cluster;cluster;cluster;cluster;cluster;13;73-13;cluster
MORON;0100EE0503;100;3;MORON;INICIAL Y PRIMARIA;EE;4673;3;605541;70;0;150;220;-58.62291;-34.65230;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100EE0506;100;3;MORON;INICIAL Y PRIMARIA;EE;4674;3;605542;70;0;100;170;-58.62289;-34.65221;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100EL0001;100;3;MORON;INICIAL Y PRIMARIA;EL;4675;1;617188;60;0;150;210;-58.58052;-34.64078;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100EL0002;100;3;MORON;INICIAL Y PRIMARIA;EL;4676;1;615179;95;0;160;255;-58.58092;-34.64083;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0901;100;3;MORON;INICIAL Y PRIMARIA;JI;4677;3;615180;0;0;300;300;-58.61701;-34.65278;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0902;100;3;MORON;INICIAL Y PRIMARIA;JI;4678;3;602686;0;0;265;265;-58.64035;-34.65849;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100JI0903;100;3;MORON;INICIAL Y PRIMARIA;JI;4679;3;600149;0;0;190;190;-58.62304;-34.63461;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0904;100;3;MORON;INICIAL Y PRIMARIA;JI;4680;3;600526;0;0;222;222;-58.59297;-34.60927;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0905;100;3;MORON;INICIAL Y PRIMARIA;JI;4681;3;604230;0;0;100;100;-58.56457;-34.63652;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0906;100;3;MORON;INICIAL Y PRIMARIA;JI;4682;3;605716;0;0;230;230;-58.61696;-34.63054;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0907;100;3;MORON;INICIAL Y PRIMARIA;JI;4683;3;606201;0;0;115;115;-58.59389;-34.63907;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0908;100;3;MORON;INICIAL Y PRIMARIA;JI;4684;3;600465;0;0;160;160;-58.62190;-34.64161;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0909;100;3;MORON;INICIAL Y PRIMARIA;JI;4685;3;604224;0;0;160;160;-58.59564;-34.62952;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0910;100;3;MORON;INICIAL Y PRIMARIA;JI;4686;3;606158;0;0;100;100;-58.61624;-34.64441;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0911;100;3;MORON;INICIAL Y PRIMARIA;JI;4687;3;604234;0;0;100;100;-58.58987;-34.62588;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0912;100;3;MORON;INICIAL Y PRIMARIA;JI;4688;3;600534;60;0;300;360;-58.60591;-34.62735;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0913;100;3;MORON;INICIAL Y PRIMARIA;JI;4689;3;604229;0;0;272;272;-58.57953;-34.62591;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0914;100;3;MORON;INICIAL Y PRIMARIA;JI;4690;3;610738;0;0;210;210;-58.57501;-34.63300;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0915;100;3;MORON;INICIAL Y PRIMARIA;JI;4691;3;604252;0;0;230;230;-58.60699;-34.65777;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0916;100;3;MORON;INICIAL Y PRIMARIA;JI;4692;3;600043;0;0;297;297;-58.66337;-34.67650;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100JI0917;100;3;MORON;INICIAL Y PRIMARIA;JI;4693;3;611159;0;0;200;200;-58.64470;-34.69948;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100JI0918;100;3;MORON;INICIAL Y PRIMARIA;JI;4694;3;611164;0;0;35;35;-58.64056;-34.69591;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100JI0919;100;3;MORON;INICIAL Y PRIMARIA;JI;4695;3;604254;0;0;190;190;-58.59633;-34.65543;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0920;100;3;MORON;INICIAL Y PRIMARIA;JI;4696;3;600531;0;0;80;80;-58.59141;-34.61698;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0921;100;3;MORON;INICIAL Y PRIMARIA;JI;4697;3;600460;0;0;85;85;-58.59241;-34.63586;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0922;100;3;MORON;INICIAL Y PRIMARIA;JI;4698;3;600502;0;0;90;90;-58.60533;-34.63168;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0923;100;3;MORON;INICIAL Y PRIMARIA;JI;4699;3;610739;0;0;150;150;-58.56982;-34.63186;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0924;100;3;MORON;INICIAL Y PRIMARIA;JI;4700;3;600532;0;0;150;150;-58.60129;-34.62219;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0925;100;3;MORON;INICIAL Y PRIMARIA;JI;4701;3;600145;0;0;121;121;-58.63840;-34.63837;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100JI0926;100;3;MORON;INICIAL Y PRIMARIA;JI;4702;3;600144;0;0;115;115;-58.64641;-34.63447;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100JI0927;100;3;MORON;INICIAL Y PRIMARIA;JI;4703;3;606157;0;0;81;81;-58.60382;-34.64090;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0928;100;3;MORON;INICIAL Y PRIMARIA;JI;4704;3;604228;0;0;140;140;-58.58699;-34.61939;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100JI0929;100;3;MORON;INICIAL Y PRIMARIA;JI;4705;3;600147;0;0;190;190;-58.62756;-34.63817;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0930;100;3;MORON;INICIAL Y PRIMARIA;JI;4706;3;604257;0;0;120;120;-58.61263;-34.65092;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0931;100;3;MORON;INICIAL Y PRIMARIA;JI;4707;3;600539;0;0;215;215;-58.62906;-34.65550;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100JI0932;100;3;MORON;INICIAL Y PRIMARIA;JI;4708;3;612494;0;0;190;190;-58.64178;-34.68695;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100JI0933;100;3;MORON;INICIAL Y PRIMARIA;JI;4709;3;615747;0;0;220;220;-58.62209;-34.67824;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100JI0934;100;3;MORON;INICIAL Y PRIMARIA;JI;4710;3;615719;0;0;200;200;-58.63157;-34.68189;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100JI0935;100;3;MORON;INICIAL Y PRIMARIA;JI;4711;3;622800;0;0;100;100;-58.65365;-34.68709;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0001;100;3;MORON;INICIAL Y PRIMARIA;PP;4712;1;622934;0;0;320;320;-58.63236;-34.69054;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0003;100;3;MORON;INICIAL Y PRIMARIA;PP;4713;1;605540;0;0;120;120;-58.62240;-34.65506;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0004;100;3;MORON;INICIAL Y PRIMARIA;PP;4714;1;600229;300;0;305;605;-58.61916;-34.64719;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0005;100;3;MORON;INICIAL Y PRIMARIA;PP;4715;1;605573;0;0;250;250;-58.61765;-34.65347;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0007;100;3;MORON;INICIAL Y PRIMARIA;PP;4716;1;606235;0;0;350;350;-58.59856;-34.60671;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0008;100;3;MORON;INICIAL Y PRIMARIA;PP;4717;1;601480;0;0;451;451;-58.64315;-34.64829;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100PP0011;100;3;MORON;INICIAL Y PRIMARIA;PP;4718;2;610760;92;0;190;282;-58.58612;-34.64703;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0012;100;3;MORON;INICIAL Y PRIMARIA;PP;4719;2;604231;0;0;390;390;-58.56993;-34.63198;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0014;100;3;MORON;INICIAL Y PRIMARIA;PP;4720;2;604256;45;0;120;165;-58.61266;-34.65126;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0015;100;3;MORON;INICIAL Y PRIMARIA;PP;4721;2;609683;0;0;193;193;-58.62061;-34.66081;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0016;100;3;MORON;INICIAL Y PRIMARIA;PP;4722;2;600148;80;0;110;190;-58.62698;-34.63792;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0017;100;3;MORON;INICIAL Y PRIMARIA;PP;4723;2;600501;0;0;350;350;-58.59210;-34.63583;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0019;100;3;MORON;INICIAL Y PRIMARIA;PP;4725;2;604255;90;0;110;200;-58.60248;-34.64864;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0021;100;3;MORON;INICIAL Y PRIMARIA;PP;4726;2;606160;0;0;350;350;-58.61976;-34.64020;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0022;100;3;MORON;INICIAL Y PRIMARIA;PP;4727;2;610724;0;0;250;250;-58.57222;-34.63778;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0023;100;3;MORON;INICIAL Y PRIMARIA;PP;4728;2;600553;0;0;595;595;-58.60648;-34.65733;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0025;100;3;MORON;INICIAL Y PRIMARIA;PP;4730;2;610727;180;0;260;440;-58.56454;-34.63657;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0026;100;3;MORON;INICIAL Y PRIMARIA;PP;4731;2;607199;80;0;380;460;-58.63115;-34.67462;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0029;100;3;MORON;INICIAL Y PRIMARIA;PP;4732;2;611165;0;0;160;160;-58.64160;-34.69367;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0031;100;3;MORON;INICIAL Y PRIMARIA;PP;4733;2;608653;54;0;73;127;-58.59563;-34.62962;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0035;100;3;MORON;INICIAL Y PRIMARIA;PP;4734;2;605715;110;0;404;514;-58.61733;-34.63030;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0036;100;3;MORON;INICIAL Y PRIMARIA;PP;4735;2;608573;36;0;107;143;-58.65377;-34.68743;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0039;100;3;MORON;INICIAL Y PRIMARIA;PP;4736;2;604227;170;0;300;470;-58.58198;-34.61577;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0040;100;3;MORON;INICIAL Y PRIMARIA;PP;4737;2;611155;220;0;270;490;-58.63114;-34.68225;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0047;100;3;MORON;INICIAL Y PRIMARIA;PP;4738;2;602693;90;0;280;370;-58.64276;-34.66163;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100PP0048;100;3;MORON;INICIAL Y PRIMARIA;PP;4739;2;601482;105;0;526;631;-58.59409;-34.65794;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0050;100;3;MORON;INICIAL Y PRIMARIA;PP;4740;2;602664;0;0;250;250;-58.66151;-34.68306;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0053;100;3;MORON;INICIAL Y PRIMARIA;PP;4741;2;607200;163;0;220;383;-58.66030;-34.66869;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100PP0055;100;3;MORON;INICIAL Y PRIMARIA;PP;4742;2;611166;0;0;240;240;-58.64044;-34.68624;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0056;100;3;MORON;INICIAL Y PRIMARIA;PP;4743;2;603484;0;0;274;274;-58.60770;-34.66174;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0057;100;3;MORON;INICIAL Y PRIMARIA;PP;4744;2;600530;0;0;382;382;-58.59157;-34.61707;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0058;100;3;MORON;INICIAL Y PRIMARIA;PP;4745;2;609631;0;0;280;280;-58.61275;-34.67252;Urbano;Urbano;35294;4;4;2;100-2;45
MORON;0100PP0063;100;3;MORON;INICIAL Y PRIMARIA;PP;4746;2;600525;0;0;90;90;-58.59029;-34.60840;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0067;100;3;MORON;INICIAL Y PRIMARIA;PP;4747;2;600143;50;0;106;156;-58.64266;-34.63453;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100PP0071;100;3;MORON;INICIAL Y PRIMARIA;PP;4748;2;604225;110;0;300;410;-58.58796;-34.62899;Urbano;Urbano;35294;4;4;1;100-1;50
MORON;0100PP0075;100;3;MORON;INICIAL Y PRIMARIA;PP;4749;2;603508;0;0;230;230;-58.62242;-34.67854;Urbano;Urbano;35294;4;4;4;100-4;28
MORON;0100PP0078;100;3;MORON;INICIAL Y PRIMARIA;PP;4750;2;600102;20;0;200;220;-58.64821;-34.64295;Urbano;Urbano;35294;4;4;3;100-3;17
MORON;0100PP0080;100;3;MORON;INICIAL Y PRIMARIA;PP;4751;2;600533;150;0;550;700;-58.60595;-34.62759;Urbano;Urbano;35294;4;4;1;100-1;50
