municipio_sae;clave_provincial;municipio_code;number_mun_code;municipio;tipo;rama;escuela;number_escuela;cue;cs;dmclc;dmc;cupo_total;long;lat;ubicacion_cue;zona;cupo;clusters;clusters_2;cluster_asignado_2;muni_cluster;n
ESCOBAR;0116PP0035;116;3;ESCOBAR;INICIAL Y PRIMARIA;PP;1624;2;621751;100;0;410;510;-58.75327;-34.42441;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116SC0001;116;3;ESCOBAR;INICIAL Y PRIMARIA;SC;1625;1;616615;160;0;160;320;-58.79542;-34.35272;12;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116BS0009;116;3;ESCOBAR;SECUNDARIAS;BS;1626;1;617637;80;0;0;80;-58.81305;-34.37889;Urbano;Urbano;25540;7;7;3;116-3;10
ESCOBAR;0116MS0001;116;3;ESCOBAR;SECUNDARIAS;MS;1627;1;608303;175;0;0;175;-58.74933;-34.42094;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116MS0002;116;3;ESCOBAR;SECUNDARIAS;MS;1628;1;610155;90;0;0;90;-58.82645;-34.38554;Urbano;Urbano;25540;7;7;3;116-3;10
ESCOBAR;0116MS0003;116;3;ESCOBAR;SECUNDARIAS;MS;1629;1;607099;140;0;0;140;-58.77684;-34.33800;Urbano;Urbano;25540;7;7;1;116-1;10
ESCOBAR;0116MS0006;116;3;ESCOBAR;SECUNDARIAS;MS;1631;1;618386;0;170;0;170;-58.80481;-34.35693;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0007;116;3;ESCOBAR;SECUNDARIAS;MS;1632;1;617296;0;193;0;193;-58.75253;-34.41933;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116MS0008;116;3;ESCOBAR;SECUNDARIAS;MS;1633;1;617643;160;0;0;160;-58.73576;-34.40369;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116MS0009;116;3;ESCOBAR;SECUNDARIAS;MS;1634;1;617641;100;0;0;100;-58.77183;-34.39970;Urbano;Urbano;25540;7;7;7;116-7;12
ESCOBAR;0116MS0011;116;3;ESCOBAR;SECUNDARIAS;MS;1635;2;620271;75;0;0;75;-58.75201;-34.43504;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116MS0012;116;3;ESCOBAR;SECUNDARIAS;MS;1636;2;618791;70;0;0;70;-58.85063;-34.32234;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0013;116;3;ESCOBAR;SECUNDARIAS;MS;1637;2;620268;95;0;0;95;-58.76773;-34.41505;Urbano;Urbano;25540;7;7;7;116-7;12
ESCOBAR;0116MS0014;116;3;ESCOBAR;SECUNDARIAS;MS;1638;2;617299;0;230;0;230;-58.75399;-34.39570;Urbano;Urbano;25540;7;7;2;116-2;14
ESCOBAR;0116MS0015;116;3;ESCOBAR;SECUNDARIAS;MS;1639;2;617639;100;0;0;100;-58.77708;-34.40000;Urbano;Urbano;25540;7;7;7;116-7;12
ESCOBAR;0116MS0016;116;3;ESCOBAR;SECUNDARIAS;MS;1640;2;617635;70;0;0;70;-58.74504;-34.38514;Urbano;Urbano;25540;7;7;2;116-2;14
ESCOBAR;0116MS0018;116;3;ESCOBAR;SECUNDARIAS;MS;1641;2;618792;60;0;0;60;-58.80048;-34.34731;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0019;116;3;ESCOBAR;SECUNDARIAS;MS;1642;2;619855;80;0;0;80;-58.80702;-34.33845;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0020;116;3;ESCOBAR;SECUNDARIAS;MS;1643;2;618793;82;0;0;82;-58.81356;-34.35532;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0021;116;3;ESCOBAR;SECUNDARIAS;MS;1644;2;618963;70;0;0;70;-58.79404;-34.34423;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0022;116;3;ESCOBAR;SECUNDARIAS;MS;1645;2;617634;110;0;0;110;-58.76499;-34.32053;Urbano;Urbano;25540;7;7;1;116-1;10
ESCOBAR;0116MS0023;116;3;ESCOBAR;SECUNDARIAS;MS;1646;2;617632;100;0;0;100;-58.73090;-34.42012;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116MS0024;116;3;ESCOBAR;SECUNDARIAS;MS;1647;2;618819;60;0;0;60;-58.74762;-34.39030;Urbano;Urbano;25540;7;7;2;116-2;14
ESCOBAR;0116MS0025;116;3;ESCOBAR;SECUNDARIAS;MS;1648;2;619003;70;0;0;70;-58.73656;-34.45387;Urbano;Urbano;25540;7;7;6;116-6;8
ESCOBAR;0116MS0027;116;3;ESCOBAR;SECUNDARIAS;MS;1649;2;618962;60;0;0;60;-58.79675;-34.35403;Urbano;Urbano;25540;7;7;4;116-4;22
ESCOBAR;0116MS0028;116;3;ESCOBAR;SECUNDARIAS;MS;1650;2;618818;75;0;0;75;-58.76936;-34.39492;Urbano;Urbano;25540;7;7;7;116-7;12
ESCOBAR;0116MS0029;116;3;ESCOBAR;SECUNDARIAS;MS;1651;2;617636;80;0;0;80;-58.78304;-34.33352;Urbano;Urbano;25540;7;7;1;116-1;10
ESCOBAR;0116MS0030;116;3;ESCOBAR;SECUNDARIAS;MS;1652;2;617640;80;0;0;80;-58.72439;-34.43542;Urbano;Urbano;25540;7;7;6;116-6;8
ESCOBAR;0116MS0031;116;3;ESCOBAR;SECUNDARIAS;MS;1653;2;617642;0;170;0;170;-58.82436;-34.38847;Urbano;Urbano;25540;7;7;3;116-3;10
ESCOBAR;0116MS0032;116;3;ESCOBAR;SECUNDARIAS;MS;1654;2;617638;80;0;0;80;-58.73879;-34.43010;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;0116MT0002;116;3;ESCOBAR;SECUNDARIAS;MT;1655;1;610156;150;0;0;150;-58.73778;-34.45530;Urbano;Urbano;25540;7;7;6;116-6;8
ESCOBAR;0116MT0003;116;3;ESCOBAR;SECUNDARIAS;MT;1656;1;610189;250;0;0;250;-58.77349;-34.40973;Urbano;Urbano;25540;7;7;7;116-7;12
ESCOBAR;0116MT0004;116;3;ESCOBAR;SECUNDARIAS;MT;1657;1;607219;150;0;0;150;-58.74550;-34.42641;Urbano;Urbano;25540;7;7;5;116-5;21
ESCOBAR;cluster;116;cluster;ESCOBAR;cluster;cluster;1658;cluster;cluster;cluster;cluster;cluster;cluster;-58.77287;-34.32523;cluster;cluster;cluster;cluster;cluster;1;116-1;cluster
ESCOBAR;cluster;116;cluster;ESCOBAR;cluster;cluster;1659;cluster;cluster;cluster;cluster;cluster;cluster;-58.74668;-34.38564;cluster;cluster;cluster;cluster;cluster;2;116-2;cluster
ESCOBAR;cluster;116;cluster;ESCOBAR;cluster;cluster;1660;cluster;cluster;cluster;cluster;cluster;cluster;-58.82179;-34.38146;cluster;cluster;cluster;cluster;cluster;3;116-3;cluster
ESCOBAR;cluster;116;cluster;ESCOBAR;cluster;cluster;1662;cluster;cluster;cluster;cluster;cluster;cluster;-58.74269;-34.42139;cluster;cluster;cluster;cluster;cluster;5;116-5;cluster
ESCOBAR;cluster;116;cluster;ESCOBAR;cluster;cluster;1663;cluster;cluster;cluster;cluster;cluster;cluster;-58.73104;-34.44701;cluster;cluster;cluster;cluster;cluster;6;116-6;cluster
ESCOBAR;cluster;116;cluster;ESCOBAR;cluster;cluster;1664;cluster;cluster;cluster;cluster;cluster;cluster;-58.77357;-34.40166;cluster;cluster;cluster;cluster;cluster;7;116-7;cluster
E ECHEVERRIA;0030EE0501;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;EE;1665;3;606873;180;0;344;524;-58.45296;-34.82735;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030EE0502;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;EE;1666;3;609165;50;0;144;194;-58.47542;-34.82134;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030EE0503;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;EE;1667;3;606874;70;0;137;207;-58.46775;-34.82489;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030EE0504;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;EE;1668;3;616767;90;0;180;270;-58.47841;-34.78220;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030EE0505;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;EE;1669;3;616733;63;0;63;126;-58.47899;-34.78241;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030EL0001;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;EL;1670;1;615046;0;0;190;190;-58.48773;-34.82296;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0901;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1671;3;608929;140;0;223;363;-58.47333;-34.84482;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0902;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1672;3;609026;0;0;246;246;-58.45848;-34.81328;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030JI0903;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1673;3;601131;0;0;251;251;-58.45626;-34.82469;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030JI0904;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1674;3;608952;0;0;239;239;-58.48797;-34.81185;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0905;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1675;3;608497;0;0;195;195;-58.46906;-34.78641;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030JI0906;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1676;3;608915;0;0;181;181;-58.47478;-34.83083;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0907;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1677;3;608919;0;0;290;290;-58.49066;-34.83700;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0908;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1678;3;609162;0;0;180;180;-58.47226;-34.81936;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030JI0909;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1679;3;603001;0;0;240;240;-58.45633;-34.79370;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030JI0910;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1680;3;609166;0;0;195;195;-58.44012;-34.81837;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030JI0911;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1681;3;602618;0;0;225;225;-58.48561;-34.79562;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030JI0912;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1682;3;604932;0;0;230;230;-58.48986;-34.76232;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030JI0913;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1683;3;602564;0;0;180;180;-58.48477;-34.76415;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030JI0914;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1684;3;602736;0;0;180;180;-58.50208;-34.86178;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0915;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1685;3;612469;145;0;210;355;-58.46388;-34.79210;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030JI0916;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1686;3;612473;0;0;143;143;-58.50255;-34.82451;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0917;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1687;3;613788;0;0;195;195;-58.50349;-34.84505;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0918;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1688;3;614242;0;0;296;296;-58.45448;-34.84857;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0919;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1689;3;614311;0;0;185;185;-58.48730;-34.82173;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0920;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1690;3;614312;45;0;181;226;-58.48190;-34.85199;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0921;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1691;3;614313;125;0;210;335;-58.48848;-34.78482;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030JI0922;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1692;3;614355;0;0;170;170;-58.50136;-34.81385;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0923;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1693;3;614314;0;0;180;180;-58.48588;-34.83130;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0924;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1694;3;621004;90;0;150;240;-58.49680;-34.72965;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030JI0925;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1695;3;614885;0;0;185;185;-58.47167;-34.84025;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0926;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1696;3;614888;140;0;208;348;-58.48453;-34.74559;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030JI0927;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1697;3;614865;105;0;187;292;-58.48705;-34.76544;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030JI0928;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1698;3;614866;0;0;185;185;-58.47895;-34.75832;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030JI0930;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1700;3;614956;0;0;179;179;-58.45776;-34.80682;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030JI0931;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1701;3;620970;0;0;141;141;-58.44158;-34.84455;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0933;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1703;3;621236;0;0;105;105;-58.45238;-34.83881;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0934;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1704;3;622345;0;0;192;192;-58.50151;-34.81338;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030JI0935;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1705;3;622922;0;0;144;144;-58.46465;-34.84073;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0936;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1706;3;623287;85;0;180;265;-58.46278;-34.83381;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030JI0937;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;JI;1707;3;623398;0;0;300;300;-58.48961;-34.79506;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PA0022;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PA;1708;2;614816;800;0;851;1651;-58.51956;-34.78470;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0001;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1709;1;609163;0;0;600;600;-58.46509;-34.81966;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0002;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1710;1;608928;140;0;470;610;-58.47302;-34.84473;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0003;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1711;1;613819;80;0;250;330;-58.50150;-34.81340;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0004;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1712;1;613818;147;0;420;567;-58.45396;-34.84905;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0005;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1713;1;613283;140;0;450;590;-58.47771;-34.75811;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030PP0006;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1714;1;608504;0;644;0;644;-58.47170;-34.80827;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0007;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1715;1;613284;136;0;552;688;-58.48885;-34.78444;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0008;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1716;1;609028;0;0;575;575;-58.44896;-34.80183;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0009;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1717;1;608496;0;0;445;445;-58.50211;-34.86210;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0010;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1718;2;604929;225;0;550;775;-58.50004;-34.76158;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030PP0011;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1719;2;613285;189;0;510;699;-58.48695;-34.76525;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030PP0012;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1720;2;602920;0;0;525;525;-58.48676;-34.82247;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0013;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1721;2;614298;251;0;342;593;-58.46522;-34.84781;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0014;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1722;2;609027;0;0;630;630;-58.45886;-34.81445;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0015;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1723;2;603005;0;0;600;600;-58.46558;-34.80306;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0016;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1724;2;601130;0;0;580;580;-58.45607;-34.82459;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0017;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1725;2;608918;142;0;615;757;-58.49125;-34.83690;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0018;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1726;2;608445;160;0;630;790;-58.47128;-34.78521;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0019;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1727;2;609170;60;0;600;660;-58.43971;-34.81786;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0020;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1728;2;616237;0;0;270;270;-58.47887;-34.83581;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0021;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1729;2;608770;160;0;430;590;-58.48852;-34.81224;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0023;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1730;2;620897;90;0;162;252;-58.49578;-34.84490;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0024;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1731;2;608712;72;0;350;422;-58.47520;-34.83037;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0026;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1732;2;602922;80;0;570;650;-58.50264;-34.82437;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0027;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1733;2;608925;0;0;700;700;-58.45063;-34.83834;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0030;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1734;2;611425;160;0;565;725;-58.48290;-34.75271;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030PP0031;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1735;2;609169;0;0;350;350;-58.45043;-34.81972;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0032;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1736;2;608446;0;0;385;385;-58.47736;-34.79629;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0037;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1738;2;609031;0;1039;0;1039;-58.47244;-34.81943;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0039;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1739;2;608926;190;0;685;875;-58.44810;-34.84664;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0041;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1740;2;602619;0;0;600;600;-58.48474;-34.79507;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0043;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1742;2;608387;80;0;460;540;-58.47830;-34.78239;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0046;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1743;2;608447;75;0;695;770;-58.48201;-34.79119;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0047;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1744;2;609024;0;0;315;315;-58.45364;-34.79344;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030PP0048;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1745;2;608914;170;0;375;545;-58.48202;-34.85206;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0050;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1746;2;602565;95;0;545;640;-58.47914;-34.78281;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030PP0051;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1747;2;602923;250;0;322;572;-58.50241;-34.83154;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0053;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1748;2;608713;113;0;410;523;-58.48617;-34.83106;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030PP0054;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1749;2;608386;128;0;538;666;-58.47962;-34.76757;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030PP0055;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1750;2;602931;0;0;520;520;-58.43880;-34.84113;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030PP0056;30;2;ESTEBAN ECHEVERRIA;INICIAL Y PRIMARIA;PP;1751;2;608498;270;0;674;944;-58.49412;-34.77726;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030BS0001;30;2;ESTEBAN ECHEVERRIA;SECUNDARIAS;BS;1752;1;617230;42;0;0;42;-58.46455;-34.81975;Urbano;Urbano;42747;5.178170383;5;2;30-2;22
E ECHEVERRIA;0030BS0002;30;2;ESTEBAN ECHEVERRIA;SECUNDARIAS;BS;1753;1;617309;0;85;0;85;-58.47516;-34.83043;Urbano;Urbano;42747;5.178170383;5;4;30-4;24
E ECHEVERRIA;0030BS0004;30;2;ESTEBAN ECHEVERRIA;SECUNDARIAS;BS;1754;1;617685;0;36;0;36;-58.47776;-34.75805;Urbano;Urbano;42747;5.178170383;5;3;30-3;17
E ECHEVERRIA;0030BS0011;30;2;ESTEBAN ECHEVERRIA;SECUNDARIAS;BS;1755;2;617388;116;0;0;116;-58.50262;-34.82440;Urbano;Urbano;42747;5.178170383;5;5;30-5;29
E ECHEVERRIA;0030BS0016;30;2;ESTEBAN ECHEVERRIA;SECUNDARIAS;BS;1756;2;618632;164;0;0;164;-58.48480;-34.79501;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
E ECHEVERRIA;0030BS0017;30;2;ESTEBAN ECHEVERRIA;SECUNDARIAS;BS;1757;2;617394;0;42;0;42;-58.47821;-34.78236;Urbano;Urbano;42747;5.178170383;5;1;30-1;25
